date,arrive,sh_order,sh_PV,sh_UV,sh_single_avg_px,sh_round_avg_px,sh_single_px_mid,sh_round_px_mid,bj_order,bj_PV,bj_UV,bj_single_avg_px,bj_round_avg_px,bj_single_px_mid,bj_round_px_mid
2016/5/15,Î÷ÑÅÍ¼,114,1671,668,12854 ,7254 ,8413 ,5361 ,119,1734,805,4551 ,8751 ,3464 ,5361 
2016/5/16,Î÷ÑÅÍ¼,117,2445,888,5041 ,14133 ,3582 ,6244 ,132,2515,1043,5784 ,11560 ,4416 ,6244 
2016/5/17,Î÷ÑÅÍ¼,119,2028,839,4267 ,4382 ,2805 ,2796 ,112,2273,959,4962 ,14113 ,5268 ,2796 
2016/5/18,Î÷ÑÅÍ¼,127,2255,855,6166 ,10667 ,4690 ,9907 ,141,2292,933,28932 ,12569 ,7328 ,9907 
2016/5/19,Î÷ÑÅÍ¼,126,2007,788,6043 ,7535 ,4411 ,8078 ,122,2164,915,3124 ,7398 ,3030 ,8078 
2016/5/20,Î÷ÑÅÍ¼,117,1977,761,9256 ,8833 ,7409 ,6964 ,123,1981,827,4015 ,7261 ,3161 ,6964 
2016/5/21,Î÷ÑÅÍ¼,122,1681,657,10324 ,14685 ,10324 ,13110 ,119,1630,753,4099 ,17408 ,2760 ,13110 
2016/5/22,Î÷ÑÅÍ¼,112,1565,647,3660 ,9623 ,2095 ,8622 ,111,1609,728,5294 ,9930 ,4042 ,8622 
2016/5/23,Î÷ÑÅÍ¼,107,1857,792,2876 ,13328 ,2876 ,8995 ,123,2117,915,9604 ,9042 ,4782 ,8995 
2016/5/24,Î÷ÑÅÍ¼,116,1959,797,4211 ,7875 ,2844 ,6766 ,123,2198,924,2928 ,6711 ,2760 ,6766 
2016/5/25,Î÷ÑÅÍ¼,121,1620,716,8684 ,10559 ,5706 ,9952 ,128,2079,888,18298 ,27422 ,8574 ,9952 
2016/5/26,Î÷ÑÅÍ¼,121,1852,793,7050 ,16730 ,6784 ,15769 ,124,2483,927,6569 ,15233 ,4736 ,15769 
2016/5/27,Î÷ÑÅÍ¼,120,1739,708,4309 ,14142 ,3863 ,8378 ,134,2320,907,6793 ,12426 ,5684 ,8378 
